token,official_count,short_count,pooled_count,official_normalized_rate,short_normalized_rate,log_odds_delta,variance,z_score,direction,short_rank,official_rank
thomas,35,48,83,1.9303581917507522e-05,8.7903716129599375e-05,0.46648656519652043,0.016108747960200853,3.675430774089818,short,478,5048
threat,159,52,211,8.7693414996677026e-05,9.522902580706599e-05,0.020609929686736805,0.0065055680043976036,0.25552529575121646,short,2276,3250
threaten,30,0,30,1.6545927357863591e-05,0,-0.33119417841525234,0.050000583887456082,-1.4811367452309805,official,3820,1717
threatened,160,3,163,8.8244945908605814e-05,5.493982258099961e-06,-0.30372775649673223,0.0091206555364195807,-3.1803246494197697,official,4939,587
threatening,29,0,29,1.5994396445934803e-05,0,-0.33119404326834001,0.051724721818257192,-1.456241606872426,official,3788,1757
threats,69,20,89,3.8055632923086256e-05,3.6626548387333073e-05,-0.0092904444811949816,0.015504009753102198,-0.074612995480248592,official,2492,3034
threshold,102,6,108,5.6256153016736209e-05,1.0987964516199922e-05,-0.248963118545241,0.013534418492492008,-2.140007103158498,official,4480,1046
thrift,106,53,159,5.8462276664451348e-05,9.706035322643265e-05,0.1388229636621503,0.0084911499585335771,1.5065309433609235,short,1387,4139
tick-borne,26,13,39,1.4339803710148445e-05,2.3807256451766497e-05,0.13881582507266366,0.034615968505734507,0.7461063482390532,short,1913,3614
ticket,21,18,39,1.1582149150504513e-05,3.2963893548599766e-05,0.31066900145183673,0.034211110206444538,1.6796327634333976,short,1287,4241
tier,25,1,26,1.3788272798219658e-05,1.8313274193666537e-06,-0.27403464010177281,0.056645464060875568,-1.1513911711087681,official,3378,2154
tiger,14,11,25,7.7214327670030089e-06,2.014460161303319e-05,0.28191739295747453,0.053419387305764031,1.2197544727420522,short,1593,3938
timber,156,81,237,8.6038822260890661e-05,0.00014833752096869894,0.15021409424610432,0.0056897672908494618,1.9914225991286176,short,1090,4436
time,599,105,704,0.00033036701624534299,0.00019228937903349865,-0.11470244722576695,0.0020041377027079587,-2.5621756809052378,official,4721,805
timely,213,56,269,0.00011747608424083149,0.0001025543354845326,-0.03216553196343952,0.0051521958202593188,-0.44812023784959076,official,2777,2750
times,62,7,69,3.4194916539584752e-05,1.2819291935566576e-05,-0.18251216430908634,0.020792066420086599,-1.2657355797375436,official,3494,2032
timing,23,6,29,1.2685210974362085e-05,1.0987964516199922e-05,-0.033939016475974526,0.047802781689786716,-0.15522893146988517,official,2555,2973
tip,34,10,44,1.8752051005578734e-05,1.8313274193666537e-05,-0.0057678311387849845,0.031339615230364985,-0.032581097331032968,official,2462,3066
tire,16,22,38,8.8244945908605804e-06,4.028920322606638e-05,0.46732528220310066,0.035185769075851026,2.4913557864791418,short,850,4678
tires,33,1,34,1.8200520093649949e-05,1.8313274193666537e-06,-0.28739151245719796,0.04349738559420753,-1.3779782435681713,official,3637,1893
tissue,55,18,73,3.0334200156083247e-05,3.2963893548599766e-05,0.020786943484175424,0.01880209488760087,0.15159592078335546,short,2336,3190
title,16314,71,16385,0.0089976752972062198,0.00013002424677503242,-0.32688492932370483,9.1937818306453209e-05,-34.091632760692477,official,5518,8
titles,774,0,774,0.00042688492583288062,0,-0.33129475857314716,0.0019385685572614153,-7.5244365223528327,official,5401,125
tobacco,468,191,659,0.000258116466782672,0.00034978353709903088,0.079901359785480963,0.0020643660805002499,1.7585746684772228,short,1227,4299
today,6,29,35,3.3091854715727179e-06,5.3108495161632956e-05,0.80728027585956141,0.040015827792832012,4.0356030246583634,short,413,5113
toddlers,25,3,28,1.3788272798219658e-05,5.493982258099961e-06,-0.1743496849673285,0.051126572931603352,-0.77107713624863894,official,3037,2495
toll,41,15,56,2.2612767389080238e-05,2.7469911290499805e-05,0.049927145233587211,0.024394369287208319,0.31966268089717409,short,2232,3296
toll-free,43,2,45,2.3715829212937812e-05,3.6626548387333073e-06,-0.26523707005844521,0.032640815999395958,-1.4680935079644291,official,3799,1729
tomorrow,1,26,27,5.5153091192878628e-07,4.7614512903532995e-05,1.0000559920382965,0.054582794130930493,4.2805190530653681,short,360,5167
tomorrow's,1,27,28,5.5153091192878628e-07,4.9445840322899649e-05,1.0020063926553604,0.052665160691145144,4.3662518781472288,short,347,5179
tongass,18,8,26,9.9275564147181536e-06,1.4650619354933229e-05,0.10412910452370561,0.052139621320165946,0.45602452252356601,short,2131,3396
tools,81,23,104,4.4674003866231695e-05,4.2120530645433034e-05,-0.014212307830508308,0.013280005059566845,-0.12332907813860622,official,2525,3001
tornado,11,16,27,6.06684003121665e-06,2.9301238709866458e-05,0.48557670574817813,0.049572187314905106,2.180915320881482,short,981,4547
torpedoes,28,0,28,1.5442865534006018e-05,0,-0.33119390812154137,0.053572012458417903,-1.430913428383751,official,3742,1795
tort,68,28,96,3.7504102011157468e-05,5.1277167742266302e-05,0.08237556928726697,0.01416266100921007,0.69219108072600111,short,1949,3578
torture,90,48,138,4.963778207359077e-05,8.7903716129599375e-05,0.15836747825993491,0.0097628929138934197,1.6027904220246751,short,1336,4190
total,223,20,243,0.00012299139336011935,3.6626548387333073e-05,-0.21009570987663828,0.0059487880539917425,-2.7239738639612043,official,4790,736
totally,49,0,49,2.7025014684510531e-05,0,-0.33119674622771456,0.030612828789849347,-1.8929290237748404,official,4288,1239
totals,36,1,37,1.9855112829436307e-05,1.8313274193666537e-06,-0.29092064141968699,0.040015003499821226,-1.4543304820808742,official,3766,1768
tourism,78,70,148,4.3019411130445331e-05,0.00012819291935566577,0.32593799174368243,0.0090125186436328213,3.4333011364244177,short,543,4983
town,45,21,66,2.4818891036795385e-05,3.8457875806699727e-05,0.11833831595047428,0.020503845779711562,0.82643313471783297,short,1856,3670
towns,20,6,26,1.1030618238575727e-05,1.0987964516199922e-05,-0.00094844763746237959,0.052989714321671412,-0.0041201930953838365,official,2443,3084
toxic,228,85,313,0.0001257490479197633,0.00015566283064616555,0.054997113802112807,0.004361575608256972,0.83275681599295159,short,1849,3677
trace,19,18,37,1.047908732664694e-05,3.2963893548599766e-05,0.34394406062402005,0.036039544929149354,1.811749562046125,short,1186,4341
track,43,34,77,2.3715829212937812e-05,6.2265132258466224e-05,0.28400496122631935,0.017342926242842355,2.1565758531232078,short,991,4535
tracked,31,0,31,1.7097458269792376e-05,0,-0.3311943135622748,0.048387680661882995,-1.5056203243148938,official,3862,1683
tracking,60,33,93,3.3091854715727182e-05,6.0433804839099571e-05,0.16780774202840654,0.014473039553099339,1.3948648141198845,short,1466,4060
trade,2271,1199,3470,0.0012525267009902738,0.0021957615758206178,0.15550003082927866,0.00038894907166774317,7.8846806838426149,short,110,5416
traded,38,2,40,2.095817465329388e-05,3.6626548387333073e-06,-0.25708638995706323,0.036630620519948497,-1.3432503056644247,official,3577,1951
trademark,79,51,130,4.3570942042374119e-05,9.3397698387699343e-05,0.21813204572235989,0.010310134787575548,2.1482622693935909,short,993,4533
trademarked,47,0,47,2.5921952860652958e-05,0,-0.33119647592977408,0.031915477508444694,-1.8538945757924572,official,4258,1281
trademarks,33,5,38,1.8200520093649949e-05,9.1566370968332683e-06,-0.13952492093497959,0.037340904885370119,-0.72203685532453044,official,3000,2526
trades,29,8,37,1.5994396445934803e-05,1.4650619354933229e-05,-0.021035525028239022,0.037374321263315337,-0.10880947100196493,official,2517,3011
trading,175,77,252,9.6517909587537612e-05,0.00014101221129123232,0.10124169781649783,0.0053820179964884649,1.3800246594766259,short,1473,4053
traditional,52,14,66,2.8679607420296889e-05,2.5638583871133151e-05,-0.026701678462037748,0.020975160167898518,-0.18436815895620953,official,2579,2948
traffic,283,91,374,0.00015608324807584654,0.00016665079516236549,0.016313033422074241,0.0036731916229318607,0.26916149595273964,short,2273,3253
traffickers,35,10,45,1.9303581917507522e-05,1.8313274193666537e-05,-0.012736635601125812,0.030682402073385205,-0.072712662152087992,official,2490,3036
trafficking,387,220,607,0.00021344246291644031,0.00040289203226066383,0.17807097852863407,0.0022158100956859513,3.7829175590646393,short,464,5062
trail,224,137,361,0.00012354292427204814,0.00025089185645323157,0.20097649593189715,0.0037180178109921845,3.2960177132092694,short,572,4954
trails,241,59,300,0.00013291894977483752,0.00010804831774263257,-0.048145928767848289,0.0046345281098990523,-0.70722370425084957,official,2995,2531
train,120,9,129,6.6183709431454364e-05,1.6481946774299883e-05,-0.22825433406048212,0.011263024979732429,-2.150757811625835,official,4490,1036
trained,36,8,44,1.9855112829436307e-05,1.4650619354933229e-05,-0.068827134888467256,0.031731353121980811,-0.38638067352910799,official,2735,2792
training,1974,768,2742,0.0010887220201474242,0.00140645945807359,0.066690058806758046,0.00049752895810087805,2.9898673365315327,short,664,4862
trains,20,9,29,1.1030618238575727e-05,1.6481946774299883e-05,0.10772425389484042,0.046724536626762347,0.49835749394842821,short,2102,3428
trans-alaska,25,3,28,1.3788272798219658e-05,5.493982258099961e-06,-0.1743496849673285,0.051126572931603352,-0.77107713624863894,official,3038,2496
transaction,87,25,112,4.7983189337804412e-05,4.5783185484166341e-05,-0.011367381493274209,0.012324979609252523,-0.10239230756555871,official,2510,3017
transactions,431,18,449,0.00023770982304130691,3.2963893548599766e-05,-0.27168577226521684,0.003278275245844287,-4.7450870985837099,official,5234,292
transfer,1153,291,1444,0.00063591514145389062,0.00053291627903569627,-0.041417716364584578,0.00096201279574313191,-1.3353518897191141,official,3569,1957
transferred,69,0,69,3.8055632923086256e-05,0,-0.33119944923160993,0.021739714331340317,-2.2462737885154294,official,4551,981
transferring,26,2,28,1.4339803710148445e-05,3.6626548387333073e-06,-0.22583222468961317,0.051852435738963261,-0.99174799660655499,official,3220,2310
transfers,180,27,207,9.9275564147181539e-05,4.9445840322899649e-05,-0.14115873218524122,0.0068580675320835437,-1.70453871761584,official,4088,1438
transient,25,0,25,1.3788272798219658e-05,0,-0.33119350268180803,0.060000583886289226,-1.3520852339749585,official,3612,1937
transit,217,94,311,0.00011968220788854664,0.00017214477742046546,0.096760696708013683,0.0043636591551879256,1.4647839629285644,short,1411,4115
transition,423,186,609,0.00023329757574587661,0.00034062690000219762,0.10107153126423896,0.0022274379172494791,2.1415392636358748,short,1000,4526
transitional,85,38,123,4.6880127513946835e-05,6.9590441935932839e-05,0.10582890687073032,0.011019456343395828,1.0081478444915117,short,1725,3801
transmission,168,36,204,9.2657193204036107e-05,6.5927787097199531e-05,-0.076304424593818254,0.0068554226399404799,-0.92157907338029643,official,3156,2370
transmit,37,0,37,2.0406643741365096e-05,0,-0.33119512444674726,0.040541124429630225,-1.6448868926211853,official,4029,1510
transmitted,101,3,104,5.5704622104807421e-05,5.493982258099961e-06,-0.2882363919976676,0.014224427077920355,-2.4167482971854608,official,4657,870
transparency,330,601,931,0.00018200520093649948,0.0011006277790393589,0.55685125767823251,0.0014463470604556407,14.642085760456123,short,32,5494
transparent,35,29,64,1.9303581917507522e-05,5.3108495161632956e-05,0.29944498309414769,0.020854282170213997,2.073573426274482,short,1045,4482
transplant,40,50,90,2.2061236477151454e-05,9.1566370968332683e-05,0.43608206042928011,0.014835748739675475,3.5802510953785474,short,500,5026
transplantation,41,18,59,2.2612767389080238e-05,3.2963893548599766e-05,0.1005948288073597,0.022987596882335565,0.66348157905012173,short,1968,3558
transport,132,48,180,7.2802080374599797e-05,8.7903716129599375e-05,0.04830319834096386,0.0075916770428028036,0.55437932553029756,short,2050,3476
transportation,2578,1077,3655,0.0014218466909524112,0.0019723396306578862,0.086582345020085327,0.00037234832196620656,4.4869852687129326,short,332,5194
transportational,30,0,30,1.6545927357863591e-05,0,-0.33119417841525234,0.050000583887456082,-1.4811367452309805,official,3821,1718
transported,47,4,51,2.5921952860652958e-05,7.3253096774666146e-06,-0.2156817938343405,0.028386483707072301,-1.2801406468836081,official,3512,2015
transporting,59,0,59,3.2540323803798394e-05,0,-0.33119809772409781,0.02542431270778325,-2.0771278221171716,official,4439,1089
trapping,15,18,33,8.2729636789317955e-06,3.2963893548599766e-05,0.4225877285164259,0.040441760359843065,2.1013667482422926,short,1023,4506
trauma,98,52,150,5.4050029369021062e-05,9.522902580706599e-05,0.15680609863001216,0.0089833370326571956,1.6544136429306309,short,1307,4219
traumatic,77,39,116,4.2467880218516549e-05,7.1421769355299499e-05,0.1426990795482439,0.011633543963392107,1.3230161757907821,short,1519,4007
travel,432,231,663,0.0002382613539532357,0.00042303663387369703,0.15919847849739988,0.0020323942911188702,3.531302562641168,short,514,5012
travelers,14,23,37,7.7214327670030089e-06,4.2120530645433034e-05,0.52448441507617893,0.036275093694415075,2.753774134168288,short,740,4787
traveling,47,6,53,2.5921952860652958e-05,1.0987964516199922e-05,-0.16567934498931791,0.026949736435562761,-1.0092322218076311,official,3233,2294
treasury,985,53,1038,0.00054325794824985451,9.706035322643265e-05,-0.25563917530783353,0.0014114897833792505,-6.8043796702841481,official,5385,141
treat,264,12,276,0.00014560416074919959,2.1975929032399844e-05,-0.26668189945683807,0.0053246580196777875,-3.6546658886970871,official,5059,467
treated,173,1,174,9.5414847763680035e-05,1.8313274193666537e-06,-0.32260468227485362,0.008596714015813741,-3.4794005414566302,official,5018,508
treaties,29,4,33,1.5994396445934803e-05,7.3253096774666146e-06,-0.15426154014446247,0.043156643173491875,-0.74256390440534525,official,3010,2515
treating,42,3,45,2.3164298301009027e-05,5.493982258099961e-06,-0.23275438114588098,0.032328170098036325,-1.2945156441016059,official,3526,2001
treatment,2476,776,3252,0.001365590537935675,0.0014211100774285234,0.0098742246515692855,0.00042342785826941109,0.4798586079965832,short,2115,3411
treatments,92,23,115,5.074084389744834e-05,4.2120530645433034e-05,-0.043510163973866867,0.012077878594687541,-0.39590901423931435,official,2742,2785
treaty,175,59,234,9.6517909587537612e-05,0.00010804831774263257,0.028417335096765584,0.0058585409970069247,0.37126893463204119,short,2190,3336
tree,24,11,35,1.3236741886290871e-05,2.014460161303319e-05,0.11306270177038691,0.038688866866449817,0.5748126989910185,short,2036,3493
trees,38,9,47,2.095817465329388e-05,1.6481946774299883e-05,-0.055343606099711451,0.029622432631468534,-0.32155635229466062,official,2680,2846
trends,19,14,33,1.047908732664694e-05,2.5638583871133151e-05,0.26086465427209049,0.040507948864460769,1.2961197012830836,short,1538,3989
trial,86,28,114,4.7431658425875623e-05,5.1277167742266302e-05,0.019467689881608408,0.012042837429895772,0.17739852621774199,short,2318,3209
trials,49,33,82,2.7025014684510531e-05,6.0433804839099571e-05,0.23170004823378321,0.016329823861778468,1.8131568457388938,short,1184,4342
tribal,350,243,593,0.00019303581917507522,0.00044501256290609684,0.24158114559891608,0.0022572016695791087,5.0848465924091997,short,257,5269
tribe,424,118,542,0.00023384910665780539,0.00021609663548526514,-0.018971293638987419,0.0025509322166938461,-0.37561894346814151,official,2725,2801
tribes,310,52,362,0.00017097458269792377,9.522902580706599e-05,-0.12245387322140111,0.003904138143413611,-1.959791809467188,official,4343,1183
tribunal,21,18,39,1.1582149150504513e-05,3.2963893548599766e-05,0.31066900145183673,0.034211110206444538,1.6796327634333976,short,1288,4242
tribunals,21,5,26,1.1582149150504513e-05,9.1566370968332683e-06,-0.054203935059865316,0.053535244147637655,-0.23426689558634547,official,2622,2908
tributaries,39,0,39,2.1509705565222665e-05,0,-0.33119539474246373,0.038462122351094884,-1.6887589620191619,official,4079,1452
tricare,79,31,110,4.3570942042374119e-05,5.6771150000366263e-05,0.068973166468929037,0.012383787780584155,0.61980262875223169,short,2003,3523
trigger,20,11,31,1.1030618238575727e-05,2.014460161303319e-05,0.16780327532499051,0.043417950835139552,0.80531496994063556,short,1865,3661
troops,7,48,55,3.8607163835015045e-06,8.7903716129599375e-05,0.86957225356853662,0.025838354018362417,5.4097008724675897,short,213,5313
tropical,66,19,85,3.6401040187299898e-05,3.4795220967966419e-05,-0.010932274663829844,0.016238485073127498,-0.08579021954188229,official,2501,3025
troubled,71,13,84,3.9158694746943826e-05,2.3807256451766497e-05,-0.10676084366375349,0.016761475154593152,-0.82462382499590059,official,3080,2446
truck,29,46,75,1.5994396445934803e-05,8.4241061290866068e-05,0.51337342624449711,0.01788043132606771,3.8392322850906448,short,454,5072
trucking,12,25,37,6.6183709431454357e-06,4.5783185484166341e-05,0.5972807402939786,0.03653777941398622,3.124693587097195,short,618,4908
trucks,60,9,69,3.3091854715727182e-05,1.6481946774299883e-05,-0.14115059127225393,0.020573034702115973,-0.98408706271834179,official,3213,2316
true,19,25,44,1.047908732664694e-05,4.5783185484166341e-05,0.45293748556913194,0.03036635338845348,2.5992134395386919,short,799,4727
truman,16,16,32,8.8244945908605804e-06,2.9301238709866458e-05,0.36196207406511505,0.041667250555566047,1.7732323509933461,short,1224,4304
trust,1213,431,1644,0.00066900699616961781,0.0007893021177470277,0.042175583922197113,0.00083252950242003584,1.4617102346539808,short,1414,4112
trustee,32,3,35,1.7648989181721161e-05,5.493982258099961e-06,-0.20515238158997029,0.04124174649681861,-1.0102015692235367,official,3239,2291
trustees,78,4,82,4.3019411130445331e-05,7.3253096774666146e-06,-0.25887820902953607,0.017878490876579976,-1.9361101725657195,official,4325,1202
trusts,137,11,148,7.5559734934243724e-05,2.014460161303319e-05,-0.22164150095211355,0.0097986640215918346,-2.2390698867014041,official,4540,986
truth,308,361,669,0.0001698715208740662,0.00066110919839136204,0.41490489088273197,0.0019949992985027645,9.2891757691980441,short,90,5436
tsunami,24,16,40,1.3236741886290871e-05,2.9301238709866458e-05,0.22842960028938641,0.033482726747909225,1.248366111081431,short,1568,3959
tuberculosis,46,34,80,2.537042194872417e-05,6.2265132258466224e-05,0.26188263870575668,0.016709021662269501,2.0259615424042385,short,1076,4450
tubman,24,19,43,1.3236741886290871e-05,3.4795220967966419e-05,0.28440410480916789,0.031054989284042475,1.6138760192791517,short,1333,4195
tuition,246,132,378,0.00013567660433448143,0.00024173521935639828,0.16024340600630538,0.0035639323930292,2.6842035037012377,short,774,4753
tule,13,14,27,7.1699018550742223e-06,2.5638583871133151e-05,0.38665419459603001,0.049390827790049489,1.7398009893034465,short,1242,4285
tumor,19,8,27,1.047908732664694e-05,1.4650619354933229e-05,0.088664743681412972,0.050311142893455424,0.39529277027769427,short,2177,3352
tuna,24,13,37,1.3236741886290871e-05,2.3807256451766497e-05,0.16310878793135686,0.036394026512833959,0.85499250353886069,short,1836,3692
tunnel,19,24,43,1.047908732664694e-05,4.3951858064799688e-05,0.43952349295992832,0.031054989284347662,2.4941145827353974,short,846,4681
turkey,21,4,25,1.1582149150504513e-05,7.3253096774666146e-06,-0.099389553078838233,0.056222472942005629,-0.41916572724057177,official,2762,2769
two-thirds,37,0,37,2.0406643741365096e-05,0,-0.33119512444674726,0.040541124429630225,-1.6448868926211853,official,4030,1511
two-year,52,1,53,2.8679607420296889e-05,1.8313274193666537e-06,-0.3030258259653813,0.028042911935212748,-1.8095395914270715,official,4203,1326
type,46,0,46,2.537042194872417e-05,0,-0.33119634078096993,0.032609279543363956,-1.8340658647799333,official,4232,1300
types,112,0,112,6.1771462136024071e-05,0,-0.33120526084075408,0.013393441049450309,-2.8618781653608236,official,4850,676
u,32,0,32,1.7648989181721161e-05,0,-0.3311944487094074,0.046875583887922824,-1.5297121057037018,official,3887,1650
u.s.,623,97,720,0.00034360375813163386,0.00017763875967856542,-0.13510572443444069,0.0019691759006524763,-3.0446087727931088,official,4907,619
u.s.c.,137,0,137,7.5559734934243724e-05,0,-0.33120863977789838,0.010949489021916952,-3.1652260464067306,official,4932,594
udall,14,25,39,7.7214327670030089e-06,4.5783185484166341e-05,0.55055755288301711,0.034493508419384214,2.964381129837768,short,673,4855
ukraine,25,16,41,1.3788272798219658e-05,2.9301238709866458e-05,0.21535738357763101,0.032695958691637696,1.1910026512018228,short,1603,3923
ultimately,30,0,30,1.6545927357863591e-05,0,-0.33119417841525234,0.050000583887456082,-1.4811367452309805,official,3822,1719
ultrasound,26,5,31,1.4339803710148445e-05,9.1566370968332683e-06,-0.097576542941558486,0.045322221314895203,-0.45834218814117572,official,2790,2743
unable,109,0,109,6.0116869400237707e-05,0,-0.33120485537297384,0.013762051795801266,-2.823287470438296,official,4836,694
unaccompanied,48,16,64,2.6473483772581743e-05,2.9301238709866458e-05,0.02548551279633493,0.021429155324938821,0.17409682465726115,short,2321,3205
unauthorized,163,5,168,8.9899538644392166e-05,9.1566370968332683e-06,-0.28688951047683808,0.0088020787770313573,-3.0578913040848161,official,4914,613
unborn,48,38,86,2.6473483772581743e-05,6.9590441935932839e-05,0.28440938765816703,0.015527786599041051,2.2823862924538827,short,934,4594
unclaimed,18,7,25,9.9275564147181536e-06,1.2819291935566576e-05,0.066493552189822225,0.054506397840204841,0.28481036696314938,short,2252,3283
undelivered,28,0,28,1.5442865534006018e-05,0,-0.33119390812154137,0.053572012458417903,-1.430913428383751,official,3743,1796
underage,37,21,58,2.0406643741365096e-05,3.8457875806699727e-05,0.17753244063972851,0.023185127532847263,1.1659313476136592,short,1617,3910
underemployed,79,0,79,4.3570942042374119e-05,0,-0.33120080075025449,0.018987925671043401,-2.4035469872260289,official,4648,877
undergraduate,54,4,58,2.9782669244154463e-05,7.3253096774666146e-06,-0.22941293268756624,0.025058187580870635,-1.4492491981164615,official,3756,1771
underground,70,28,98,3.8607163835015045e-05,5.1277167742266302e-05,0.074278088758866545,0.013889472793923715,0.63025723482547547,short,1988,3539
underrepresented,29,4,33,1.5994396445934803e-05,7.3253096774666146e-06,-0.15426154014446247,0.043156643173491875,-0.74256390440534525,official,3011,2516
underserved,153,22,175,8.438422952510431e-05,4.028920322606638e-05,-0.14786362869850578,0.0081255065424243721,-1.6403485451847817,official,4011,1515
understand,34,3,37,1.8752051005578734e-05,5.493982258099961e-06,-0.21184661514663716,0.03908509093152631,-1.0715586982059806,official,3303,2225
understanding,103,24,127,5.680768392866499e-05,4.3951858064799688e-05,-0.058845565883183681,0.010970926554806826,-0.56181339512582928,official,2883,2643
undertake,121,6,127,6.6735240343383152e-05,1.0987964516199922e-05,-0.2611362221163116,0.011551638967457551,-2.4296589338749812,official,4668,858
undertaken,44,0,44,2.42673601248666e-05,0,-0.33119607048369737,0.034091492981632388,-1.7937510362478384,official,4193,1345
underutilized,27,4,31,1.4891334622077231e-05,7.3253096774666146e-06,-0.14313974650808881,0.045813391769706988,-0.6687503478191662,official,2965,2562
underwriting,39,3,42,2.1509705565222665e-05,5.493982258099961e-06,-0.22583353285799923,0.034568485125007556,-1.2146418890998463,official,3448,2081
undocumented,32,6,38,1.7648989181721161e-05,1.0987964516199922e-05,-0.10235018382866556,0.037013570902676284,-0.53199571478863428,official,2857,2674
undue,32,2,34,1.7648989181721161e-05,3.6626548387333073e-06,-0.2441821742374799,0.042929876817804559,-1.1785123426448747,official,3401,2130
unemployed,323,38,361,0.00017814448455299799,6.9590441935932839e-05,-0.17706604762895317,0.0039688379352861639,-2.8106295678728479,official,4828,698
unemployment,739,313,1052,0.00040758134391537308,0.00057320548226176267,0.090377963800251315,0.0012915321697956571,2.5148375621901735,short,838,4688
unfair,347,53,400,0.00019138122643928886,9.706035322643265e-05,-0.13823911880467321,0.0035467775814919085,-2.3212075763066427,official,4594,932
unfunded,23,18,41,1.2685210974362085e-05,3.2963893548599766e-05,0.28061638609767492,0.032574736433494705,1.5547929834560417,short,1362,4164
unified,89,12,101,4.9086251161661981e-05,2.1975929032399844e-05,-0.15768584016594822,0.014113299321619102,-1.3273285021341079,official,3560,1967
uniform,579,163,742,0.00031933639800676728,0.00029850636935676455,-0.016257409980038773,0.0018625587103155952,-0.37670065239172323,official,2729,2797
uniformed,406,138,544,0.00022392155024308726,0.00025272318387259819,0.030531788753853206,0.0025194912546313316,0.60826919294178006,short,2014,3512
uniformity,19,20,39,1.047908732664694e-05,3.6626548387333073e-05,0.37905789698011816,0.03419111574349485,2.0499766401469266,short,1061,4465
uninsured,84,34,118,4.6328596602018054e-05,6.2265132258466224e-05,0.077573785132750928,0.011530026327994811,0.72243675534151275,short,1925,3601
unintended,36,5,41,1.9855112829436307e-05,9.1566370968332683e-06,-0.1532095903923878,0.034726727312123944,-0.82215560720049319,official,3077,2450
union,357,124,481,0.00019689653555857671,0.00022708460000146505,0.036174812657103317,0.0028467939847144552,0.67799777856327093,short,1964,3562
unions,89,2,91,4.9086251161661981e-05,3.6626548387333073e-06,-0.29841143196082243,0.016308827629412725,-2.3367060627337723,official,4607,920
unique,43,8,51,2.3715829212937812e-05,1.4650619354933229e-05,-0.10380250318963213,0.027588034307558507,-0.62495313059155388,official,2920,2606
unit,368,55,423,0.00020296337558979336,0.00010072300806516596,-0.14175523553864799,0.0033568566949090067,-2.44665484726361,official,4677,849
united,21305,1057,22362,0.011750366078642792,0.0019357130822705529,-0.26351536030873657,6.6190172604015121e-05,-32.389868029630122,official,5516,10
uniting,0,28,28,0,5.1277167742266302e-05,1.0551168018579791,0.053572012460126904,4.558600756973342,short,318,5208
units,652,3,655,0.00035959815457756866,5.493982258099961e-06,-0.32441451665263976,0.0022854518135259658,-6.7860060878604349,official,5384,142
unity,19,29,48,1.047908732664694e-05,5.3108495161632956e-05,0.50108030482768662,0.027912970014768196,2.9991922723992768,short,661,4865
universal,214,138,352,0.00011802761515276027,0.00025272318387259819,0.21780137937360067,0.0038081847498639713,3.5294060118927795,short,515,5011
universities,89,23,112,4.9086251161661981e-05,4.2120530645433034e-05,-0.036074780033668929,0.012383115693513899,-0.32418187247409896,official,2681,2845
university,135,78,213,7.4456673110386148e-05,0.000142843538710599,0.1830946025215674,0.0063105732701569219,2.3048418714900043,short,924,4602
unjust,25,4,29,1.3788272798219658e-05,7.3253096774666146e-06,-0.13052101225680879,0.04882213270901567,-0.59070692178118833,official,2902,2633
unjustified,46,1,47,2.537042194872417e-05,1.8313274193666537e-06,-0.29944719372373818,0.031586605396860805,-1.684879204142256,official,4067,1460
unlawful,195,15,210,0.00010754852782611334,2.7469911290499805e-05,-0.2258492320658565,0.0069141641772951946,-2.7161188799862774,official,4789,737
unlawfully,55,0,55,3.0334200156083247e-05,0,-0.3311975571242094,0.027273311166017691,-2.0054793342462425,official,4379,1151
unless,346,0,346,0.00019082969552736007,0,-0.33123689041465276,0.0043358440768179116,-5.030392481736575,official,5265,261
unlimited,23,7,30,1.2685210974362085e-05,1.2819291935566576e-05,0.0025830884504838281,0.045895535443212239,0.012057410783526906,short,2433,3098
unmanned,30,2,32,1.6545927357863591e-05,3.6626548387333073e-06,-0.23881996080242551,0.045541380851991761,-1.1190964688922045,official,3342,2188
unmarried,27,2,29,1.4891334622077231e-05,3.6626548387333073e-06,-0.22941018118383205,0.05011579126061666,-1.0247676145661024,official,3261,2275
unnecessary,139,27,166,7.6662796758101301e-05,4.9445840322899649e-05,-0.095671200734175343,0.0084606195956936445,-1.0401120797242516,official,3274,2252
unobligated,30,0,30,1.6545927357863591e-05,0,-0.33119417841525234,0.050000583887456082,-1.4811367452309805,official,3823,1720
unpaid,49,2,51,2.7025014684510531e-05,3.6626548387333073e-06,-0.27292694061728895,0.028868508420780876,-1.60632801736872,official,3982,1546
unreasonable,84,14,98,4.6328596602018054e-05,2.5638583871133151e-05,-0.1235558292355563,0.01442366082725721,-1.0287870505133743,official,3265,2261
unregulated,22,4,26,1.21336800624333e-05,7.3253096774666146e-06,-0.10804775096748642,0.054167250553433403,-0.4642451072996992,official,2797,2733
unsafe,54,9,63,2.9782669244154463e-05,1.6481946774299883e-05,-0.12355401848863323,0.022436481331604193,-0.82485858879424245,official,3081,2445
unsolicited,53,9,62,2.9231138332225674e-05,1.6481946774299883e-05,-0.12029831888038345,0.022780743111639943,-0.7970317370369876,official,3056,2470
unused,38,2,40,2.095817465329388e-05,3.6626548387333073e-06,-0.25708638995706323,0.036630620519948497,-1.3432503056644247,official,3578,1952
unwarranted,88,4,92,4.85347202497332e-05,7.3253096774666146e-06,-0.26666170099537112,0.015972806124391836,-2.1099396571140456,official,4455,1071
